86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
86.0,4.8267107,9.781511
